Normativa;Link;Tipo de Norma;Número;Día;Año;Mes
DECRETO 1339 DEL 19 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1339 DEL 19 DE AGOSTO DE 2016.pdf;DECRETO;1339;19;2016;AGOSTO
DECRETO 1340 DEL 19 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1340 DEL 19 DE AGOSTO DE 2016.pdf;DECRETO;1340;19;2016;AGOSTO
DECRETO 1337 DEL 19 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1337 DEL 19 DE AGOSTO DE 2016.pdf;DECRETO;1337;19;2016;AGOSTO
DECRETO 1330 DEL 17 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1330 DEL 17 DE AGOSTO DE 2016.pdf;DECRETO;1330;17;2016;AGOSTO
DECRETO 1329 DEL 17 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1329 DEL 17 DE AGOSTO DE 2016.pdf;DECRETO;1329;17;2016;AGOSTO
DECRETO 1325 DEL 12 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1325 DEL 12 DE AGOSTO DE 2016.pdf;DECRETO;1325;12;2016;AGOSTO
DECRETO 1315 DEL 11 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1315 DEL 11 DE AGOSTO DE 2016.pdf;DECRETO;1315;11;2016;AGOSTO
DECRETO 1310 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1310 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1310;10;2016;AGOSTO
DECRETO 1307 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1307 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1307;10;2016;AGOSTO
DECRETO 1309 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1309 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1309;10;2016;AGOSTO
DECRETO 1305 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1305 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1305;10;2016;AGOSTO
DECRETO 1306 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1306 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1306;10;2016;AGOSTO
DECRETO 1302 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1302 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1302;10;2016;AGOSTO
DECRETO 1303 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1303 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1303;10;2016;AGOSTO
DECRETO 1300 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1300 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1300;10;2016;AGOSTO
DECRETO 1301 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1301 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1301;10;2016;AGOSTO
DECRETO 1299 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1299 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1299;10;2016;AGOSTO
DECRETO 1297 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1297 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1297;10;2016;AGOSTO
DECRETO 1298 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1298 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1298;10;2016;AGOSTO
DECRETO 1295 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1295 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1295;10;2016;AGOSTO
DECRETO 1296 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1296 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1296;10;2016;AGOSTO
DECRETO 1292 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1292 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1292;10;2016;AGOSTO
DECRETO 1293 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1293 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1293;10;2016;AGOSTO
DECRETO 1294 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1294 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1294;10;2016;AGOSTO
DECRETO 1291 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1291 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1291;10;2016;AGOSTO
DECRETO 1289 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1289 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1289;10;2016;AGOSTO
DECRETO 1287 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1287 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1287;10;2016;AGOSTO
DECRETO 1288 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1288 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1288;10;2016;AGOSTO
DECRETO 1314 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1314 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1314;10;2016;AGOSTO
DECRETO 1313 DEL 10 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1313 DEL 10 DE AGOSTO DE 2016.pdf;DECRETO;1313;10;2016;AGOSTO
DECRETO 1283 DEL 08 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1283 DEL 08 DE AGOSTO DE 2016.pdf;DECRETO;1283;8;2016;AGOSTO
DECRETO 1282 DEL 08 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1282 DEL 08 DE AGOSTO DE 2016.pdf;DECRETO;1282;8;2016;AGOSTO
DECRETO 1280 DEL 05 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1280 DEL 05 DE AGOSTO DE 2016.pdf;DECRETO;1280;5;2016;AGOSTO
DECRETO 1275 DEL 04 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1275 DEL 04 DE AGOSTO DE 2016.pdf;DECRETO;1275;4;2016;AGOSTO
DECRETO 1273 DEL 03 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1273 DEL 03 DE AGOSTO DE 2016.pdf;DECRETO;1273;3;2016;AGOSTO
DECRETO 1271 DEL 03 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1271 DEL 03 DE AGOSTO DE 2016.pdf;DECRETO;1271;3;2016;AGOSTO
DECRETO 1272 DEL 03 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1272 DEL 03 DE AGOSTO DE 2016.pdf;DECRETO;1272;3;2016;AGOSTO
DECRETO 1266 DEL 02 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1266 DEL 02 DE AGOSTO DE 2016.pdf;DECRETO;1266;2;2016;AGOSTO
DECRETO 1263 DEL 02 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1263 DEL 02 DE AGOSTO DE 2016.pdf;DECRETO;1263;2;2016;AGOSTO
DECRETO 1264 DEL 02 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1264 DEL 02 DE AGOSTO DE 2016.pdf;DECRETO;1264;2;2016;AGOSTO
DECRETO 1261 DEL 02 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1261 DEL 02 DE AGOSTO DE 2016.pdf;DECRETO;1261;2;2016;AGOSTO
DECRETO 1262 DEL 02 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1262 DEL 02 DE AGOSTO DE 2016.pdf;DECRETO;1262;2;2016;AGOSTO
DECRETO 1260 DEL 02 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1260 DEL 02 DE AGOSTO DE 2016.pdf;DECRETO;1260;2;2016;AGOSTO
DECRETO 1259 DEL 02 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1259 DEL 02 DE AGOSTO DE 2016.pdf;DECRETO;1259;2;2016;AGOSTO
DECRETO 1253 DEL 01 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1253 DEL 01 DE AGOSTO DE 2016.pdf;DECRETO;1253;1;2016;AGOSTO
DECRETO 1254 DEL 01 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1254 DEL 01 DE AGOSTO DE 2016.pdf;DECRETO;1254;1;2016;AGOSTO
DECRETO 1255 DEL 01 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1255 DEL 01 DE AGOSTO DE 2016.pdf;DECRETO;1255;1;2016;AGOSTO
DECRETO 1249 DEL 01 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1249 DEL 01 DE AGOSTO DE 2016.pdf;DECRETO;1249;1;2016;AGOSTO
DECRETO 1247 DEL 01 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1247 DEL 01 DE AGOSTO DE 2016.pdf;DECRETO;1247;1;2016;AGOSTO
DECRETO 1248 DEL 01 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1248 DEL 01 DE AGOSTO DE 2016.pdf;DECRETO;1248;1;2016;AGOSTO
DECRETO 1245 DEL 01 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1245 DEL 01 DE AGOSTO DE 2016.pdf;DECRETO;1245;1;2016;AGOSTO
DECRETO 1246 DEL 01 DE AGOSTO DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1246 DEL 01 DE AGOSTO DE 2016.pdf;DECRETO;1246;1;2016;AGOSTO
DECRETO 1563 DEL 30 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1563 DEL 30 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1563;30;2016;SEPTIEMBRE
DECRETO 1562 DEL 30 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1562 DEL 30 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1562;30;2016;SEPTIEMBRE
DECRETO 1561 DEL 30 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1561 DEL 30 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1561;30;2016;SEPTIEMBRE
DECRETO 1559 DEL 30 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1559 DEL 30 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1559;30;2016;SEPTIEMBRE
DECRETO 1560 DEL 30 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1560 DEL 30 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1560;30;2016;SEPTIEMBRE
DECRETO 1558 DEL 30 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1558 DEL 30 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1558;30;2016;SEPTIEMBRE
DECRETO 1564 DEL 30 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1564 DEL 30 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1564;30;2016;SEPTIEMBRE
DECRETO 1550 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1550 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1550;29;2016;SEPTIEMBRE
DECRETO 1551 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1551 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1551;29;2016;SEPTIEMBRE
DECRETO 1549 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1549 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1549;29;2016;SEPTIEMBRE
DECRETO 1547 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1547 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1547;29;2016;SEPTIEMBRE
DECRETO 1548 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1548 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1548;29;2016;SEPTIEMBRE
DECRETO 1544 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1544 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1544;29;2016;SEPTIEMBRE
DECRETO 1546 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1546 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1546;29;2016;SEPTIEMBRE
DECRETO 1541 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1541 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1541;29;2016;SEPTIEMBRE
DECRETO 1543 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1543 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1543;29;2016;SEPTIEMBRE
DECRETO 1538 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1538 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1538;29;2016;SEPTIEMBRE
DECRETO 1540 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1540 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1540;29;2016;SEPTIEMBRE
DECRETO 1536 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1536 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1536;29;2016;SEPTIEMBRE
DECRETO 1537 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1537 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1537;29;2016;SEPTIEMBRE
DECRETO 1535 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1535 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1535;29;2016;SEPTIEMBRE
DECRETO 1530 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1530 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1530;29;2016;SEPTIEMBRE
DECRETO 1534 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1534 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1534;29;2016;SEPTIEMBRE
DECRETO 1528 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1528 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1528;29;2016;SEPTIEMBRE
DECRETO 1529 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1529 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1529;29;2016;SEPTIEMBRE
DECRETO 1526 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1526 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1526;29;2016;SEPTIEMBRE
DECRETO 1527 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1527 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1527;29;2016;SEPTIEMBRE
DECRETO 1525 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1525 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1525;29;2016;SEPTIEMBRE
DECRETO 1523 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1523 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1523;29;2016;SEPTIEMBRE
DECRETO 1524 DEL 29 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1524 DEL 29 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1524;29;2016;SEPTIEMBRE
DECRETO 1517 DEL 22 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1517 DEL 22 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1517;22;2016;SEPTIEMBRE
DECRETO 1515 DEL 21 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1515 DEL 21 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1515;21;2016;SEPTIEMBRE
DECRETO 1516 DEL 21 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1516 DEL 21 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1516;21;2016;SEPTIEMBRE
DECRETO 1514 DEL 20 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1514 DEL 20 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1514;20;2016;SEPTIEMBRE
DECRETO 1513 DEL 19 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1513 DEL 19 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1513;19;2016;SEPTIEMBRE
DECRETO 1507 DEL 16 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1507 DEL 16 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1507;16;2016;SEPTIEMBRE
DECRETO 1506 DEL 16 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1506 DEL 16 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1506;16;2016;SEPTIEMBRE
DECRETO 1505 DEL 16 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1505 DEL 16 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1505;16;2016;SEPTIEMBRE
DECRETO 1501 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1501 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1501;15;2016;SEPTIEMBRE
DECRETO 1502 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1502 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1502;15;2016;SEPTIEMBRE
DECRETO 1500 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1500 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1500;15;2016;SEPTIEMBRE
DECRETO 1499 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1499 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1499;15;2016;SEPTIEMBRE
DECRETO 1495 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1495 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1495;15;2016;SEPTIEMBRE
DECRETO 1497 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1497 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1497;15;2016;SEPTIEMBRE
DECRETO 1492 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1492 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1492;15;2016;SEPTIEMBRE
DECRETO 1493 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1493 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1493;15;2016;SEPTIEMBRE
DECRETO 1490 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1490 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1490;15;2016;SEPTIEMBRE
DECRETO 1491 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1491 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1491;15;2016;SEPTIEMBRE
DECRETO 1489 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1489 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1489;15;2016;SEPTIEMBRE
DECRETO 1485 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1485 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1485;15;2016;SEPTIEMBRE
DECRETO 1488 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1488 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1488;15;2016;SEPTIEMBRE
DECRETO 1483 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1483 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1483;15;2016;SEPTIEMBRE
DECRETO 1482 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1482 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1482;15;2016;SEPTIEMBRE
DECRETO 1480 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1480 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1480;15;2016;SEPTIEMBRE
DECRETO 1481 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1481 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1481;15;2016;SEPTIEMBRE
DECRETO 1479 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1479 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1479;15;2016;SEPTIEMBRE
DECRETO 1477 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1477 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1477;15;2016;SEPTIEMBRE
DECRETO 1478 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1478 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1478;15;2016;SEPTIEMBRE
DECRETO 1474 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1474 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1474;15;2016;SEPTIEMBRE
DECRETO 1476 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1476 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1476;15;2016;SEPTIEMBRE
DECRETO 1472 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1472 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1472;15;2016;SEPTIEMBRE
DECRETO 1473 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1473 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1473;15;2016;SEPTIEMBRE
DECRETO 1471 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1471 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1471;15;2016;SEPTIEMBRE
DECRETO 1464 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1464 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1464;15;2016;SEPTIEMBRE
DECRETO 1470 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1470 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1470;15;2016;SEPTIEMBRE
DECRETO 1463 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1463 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1463;15;2016;SEPTIEMBRE
DECRETO 1462 DEL 15 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1462 DEL 15 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1462;15;2016;SEPTIEMBRE
Decreto-1445-8-septiembre-2016;https://dapre.presidencia.gov.co/normativa/normativa/Decreto-1445-8-septiembre-2016.pdf;DECRETO;1445;8;2016;SEPTIEMBRE
DECRETO 1447 DEL 08 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1447 DEL 08 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1447;8;2016;SEPTIEMBRE
DECRETO 1445 DEL 08 DE SEPTIEMBRE DE 2016;https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1445 DEL 08 DE SEPTIEMBRE DE 2016.pdf;DECRETO;1445;8;2016;SEPTIEMBRE
